OBJECTID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,Id,Id2,Geography,"Total; Est",Households,"Total; E_1",Househol_1,"Total; E_2",Househol_2,"Total; E_3",Househol_3,Househol_4,Id_2,Id2_2,Geography_,"Total; E_4","Total; E_5","Total; E_6","Total; E_7","Total; E_8","Total; E_9","Total; E10","Total; E11","Total; E12","Total; E13","Total; E14","Total; E15","Total; E16","Total; E17","Total; E18","Total; E19","Total; E20","Total; E21","Total; E22","Total; E23","Total; E24","Total; E25","Total; E26","Total; E27","Total; E28","Total; E29",_count,_sum,_mean
785.00000,17031710500,Census Tract 7105,748404.00000,0.00000,+41.7475316,-87.6707874,1400000US17031710500,17031710500,"Census Tract 7105, Cook County, Illinois",1687,121,517,124,1170,131,32,7.8,17.4,1400000US17031710500,17031710500,"Census Tract 7105, Cook County, Illinois",4573,536,1918,345,2655,320,6.2,2.3,9,4.3,4.1,2.5,7.8,2.4,6.8,3.6,8.6,3.7,9.6,2.7,9.9,4.2,9.3,3.6,7.7,2.2,1321.000000000000000,0.523870187121412,0.000396570921364
593.00000,17031431301,Census Tract 4313.01,404025.00000,0.00000,+41.7535302,-87.5601871,1400000US17031431301,17031431301,"Census Tract 4313.01, Cook County, Illinois",1417,169,459,168,958,202,24.6,7.6,32.5,1400000US17031431301,17031431301,"Census Tract 4313.01, Cook County, Illinois",3129,621,1504,327,1625,424,8.8,5.6,12.2,9,5.5,4.5,3.6,3.3,6,5.4,1.4,2.3,7.7,3.1,5.1,4.7,10.1,4.9,8.6,3.9,14036.000000000000000,46.458597812383793,0.003309959946736
590.00000,17031430800,Census Tract 4308,328071.00000,0.00000,+41.7607500,-87.5712983,1400000US17031430800,17031430800,"Census Tract 4308, Cook County, Illinois",835,88,165,86,670,104,32.3,7.7,10.9,1400000US17031430800,17031430800,"Census Tract 4308, Cook County, Illinois",2180,407,998,255,1182,255,5.1,2.9,8.7,5.8,2.1,3.3,7.3,3.5,9.6,5.5,5.4,4.3,10.3,6.4,12.3,8.9,8.5,7,8.2,4.9,16580.000000000000000,618.065690107643604,0.037277785893103
594.00000,17031431302,Census Tract 4313.02,437419.00000,0.00000,+41.7583855,-87.5627859,1400000US17031431302,17031431302,"Census Tract 4313.02, Cook County, Illinois",1408,208,545,151,863,211,24.6,9.5,18,1400000US17031431302,17031431302,"Census Tract 4313.02, Cook County, Illinois",3596,794,1413,395,2183,531,12.2,5.3,9.1,7.4,14.1,6.2,13,4.2,15.9,8,11.1,6.1,7.2,3.5,16.3,9.4,1.3,1.4,9.8,5,22136.000000000000000,909.170351348817348,0.041072025268739
595.00000,17031431400,Census Tract 4314,1085038.00000,1126094.00000,+41.7572084,-87.5465550,1400000US17031431400,17031431400,"Census Tract 4314, Cook County, Illinois",3215,231,798,230,2417,259,25.6,4.8,14.4,1400000US17031431400,17031431400,"Census Tract 4314, Cook County, Illinois",6099,731,2643,374,3456,566,5.5,2.8,9.1,5.1,2.7,2.3,4.6,3.5,5.1,3.5,4.3,4.4,6.5,3,7.8,4.6,5.6,2.9,3.9,1.9,58756.000000000000000,1787.024877376755740,0.030414338576090
618.00000,17031480300,Census Tract 4803,415735.00000,0.00000,+41.7291940,-87.5879725,1400000US17031480300,17031480300,"Census Tract 4803, Cook County, Illinois",653,59,162,91,491,91,44.3,9.9,30.2,1400000US17031480300,17031480300,"Census Tract 4803, Cook County, Illinois",1447,269,632,141,815,193,4.2,5.3,4.1,6,4.3,4.9,4.4,3.8,1.6,2.6,6.5,6.7,7.7,5.3,12.2,11.3,4.3,4.4,8.2,7.8,21029.000000000000000,1150.187407834455371,0.054695297343405
619.00000,17031480400,Census Tract 4804,1809911.00000,0.00000,+41.7284498,-87.5756385,1400000US17031480400,17031480400,"Census Tract 4804, Cook County, Illinois",2539,107,217,104,2322,144,60.4,7.9,49.3,1400000US17031480400,17031480400,"Census Tract 4804, Cook County, Illinois",6760,574,3176,436,3584,500,4.1,2,4.7,3.4,3.6,2,4.1,1.6,5.4,3.2,2.9,1.8,7.7,2.4,6.7,3.7,8.6,3.5,3.6,1.8,91533.000000000000000,17234.486085778800771,0.188287132354220
631.00000,17031491200,Census Tract 4912,649492.00000,0.00000,+41.6887765,-87.6374383,1400000US17031491200,17031491200,"Census Tract 4912, Cook County, Illinois",828,60,103,61,725,83,45.9,12.7,52.4,1400000US17031491200,17031491200,"Census Tract 4912, Cook County, Illinois",2624,404,1357,251,1267,254,4,2.6,6.6,4.8,1.1,1.8,8.1,4.6,4.6,3.6,11.8,7.2,2.3,3,1.8,2.9,2.9,3.3,5.5,3.3,10691.000000000000000,0.000000000000000,0.000000000000000
820.00000,17031750600,Census Tract 7506,1316350.00000,0.00000,+41.6886312,-87.6520493,1400000US17031750600,17031750600,"Census Tract 7506, Cook County, Illinois",1381,107,212,70,1169,115,48.4,10.2,27.8,1400000US17031750600,17031750600,"Census Tract 7506, Cook County, Illinois",3977,415,1798,278,2179,312,5,2.8,0.8,1.3,8.5,4.3,6,2.5,7,4,5.3,3.2,8,2.7,9.8,4.4,6.5,3.2,6.6,2.4,66612.000000000000000,0.000000000000000,0.000000000000000
800.00000,17031720500,Census Tract 7205,1042167.00000,0.00000,+41.7028353,-87.6891011,1400000US17031720500,17031720500,"Census Tract 7205, Cook County, Illinois",782,48,0,119,782,48,32.7,8.5,,1400000US17031720500,17031720500,"Census Tract 7205, Cook County, Illinois",2098,130,1016,155,1082,131,7,4,4,3.6,9.8,7.3,9,3.4,11.9,5.3,6.3,3.9,7.6,3.5,9.3,5.7,6.1,3.5,6.3,3.1,40967.000000000000000,0.000000000000000,0.000000000000000
811.00000,17031740100,Census Tract 7401,891330.00000,0.00000,+41.6972859,-87.6986083,1400000US17031740100,17031740100,"Census Tract 7401, Cook County, Illinois",1193,74,8,14,1185,75,25.7,3.9,100,1400000US17031740100,17031740100,"Census Tract 7401, Cook County, Illinois",2859,296,1511,188,1348,206,7.2,3.9,8.2,4.7,6.1,4.6,6,2.9,8.4,4.8,3.3,2.7,7.6,3.7,3.6,2.4,11.9,7.4,3.7,2,45087.000000000000000,0.000000000000000,0.000000000000000
812.00000,17031740200,Census Tract 7402,1962882.00000,0.00000,+41.7047017,-87.7127057,1400000US17031740200,17031740200,"Census Tract 7402, Cook County, Illinois",2015,109,0,119,2015,109,32.9,5,,1400000US17031740200,17031740200,"Census Tract 7402, Cook County, Illinois",6400,575,3121,282,3279,443,6.6,2.4,8,3.4,5.3,3.1,8.5,3.3,8.9,4.5,8,5.6,6.3,2.5,6.6,3.1,5.9,3,10.2,3.9,95427.000000000000000,0.000000000000000,0.000000000000000
813.00000,17031740300,Census Tract 7403,1320728.00000,0.00000,+41.6950694,-87.7107233,1400000US17031740300,17031740300,"Census Tract 7403, Cook County, Illinois",1734,81,46,44,1688,84,29.5,3.1,19.6,1400000US17031740300,17031740300,"Census Tract 7403, Cook County, Illinois",4639,297,2436,178,2203,230,7.1,2.4,7.2,2.8,6.9,3.1,7.8,3,7.8,3.1,7.7,4.4,8.8,2.6,9.5,3.9,8,2.9,4.6,2.1,60695.000000000000000,0.000000000000000,0.000000000000000
814.00000,17031740400,Census Tract 7404,2838807.00000,0.00000,+41.6872391,-87.7193158,1400000US17031740400,17031740400,"Census Tract 7404, Cook County, Illinois",1772,105,101,73,1671,125,24.3,3.2,32.7,1400000US17031740400,17031740400,"Census Tract 7404, Cook County, Illinois",4599,508,2248,263,2351,390,6.6,3.2,6,3.1,7.3,5.1,5,1.6,4.6,2.2,5.4,2.9,9.3,3.3,10,3.9,8.7,4,8.3,2.6,91491.000000000000000,0.000000000000000,0.000000000000000
1187.00000,17031821900,Census Tract 8219,1905035.00000,0.00000,+41.7122395,-87.6969816,1400000US17031821900,17031821900,"Census Tract 8219, Cook County, Illinois",1852,88,34,29,1818,94,40.7,4,58.8,1400000US17031821900,17031821900,"Census Tract 8219, Cook County, Illinois",5109,269,2356,276,2753,195,7.7,3.1,8.6,4.8,7,3.3,5.6,2,4.6,3.2,6.4,2.7,4.1,1.7,5,2.8,3.4,2.2,5.8,1.8,0.102566942336079,0.000010158206068,0.000099039766975
1210.00000,17031823304,Census Tract 8233.04,3557490.00000,0.00000,+41.6814160,-87.7027707,1400000US17031823304,17031823304,"Census Tract 8233.04, Cook County, Illinois",2366,154,161,68,2205,177,33,5.5,44.1,1400000US17031823304,17031823304,"Census Tract 8233.04, Cook County, Illinois",5599,389,2867,298,2732,241,5.4,1.6,6.4,3,4.3,1.8,6.5,2,7,4,5.9,2.7,4.7,1.6,4.6,2.7,4.8,2.2,5.9,2.3,177008.000000000000000,868.400136875543467,0.004905993722744
332.00000,17031160300,Census Tract 1603,426175.00000,0.00000,+41.9572682,-87.7308958,1400000US17031160300,17031160300,"Census Tract 1603, Cook County, Illinois",1743,149,224,100,1519,169,20.2,7.4,21.4,1400000US17031160300,17031160300,"Census Tract 1603, Cook County, Illinois",4218,677,2277,486,1941,361,4.3,2,5.8,3,2.4,1.9,2.2,1.5,1.7,2,2.7,2.4,5.1,3.8,4.6,4.3,5.7,4.3,6.9,4.2,21557.000000000000000,19158.273519873619080,0.888726331116279
1200.00000,17031822801,Census Tract 8228.01,1150858.00000,0.00000,+41.6954003,-87.7382048,1400000US17031822801,17031822801,"Census Tract 8228.01, Cook County, Illinois",1610,66,49,62,1561,88,38.8,6.9,79.6,1400000US17031822801,17031822801,"Census Tract 8228.01, Cook County, Illinois",3762,371,1696,295,2066,202,8.3,2.7,7.5,4.1,9,4.7,4.5,2.2,7.2,3.6,2.3,2.2,5.6,4.4,5.4,3.7,5.7,5.6,5.1,3,0.000000000000000,0.000000000000000,
1201.00000,17031822802,Census Tract 8228.02,1305003.00000,0.00000,+41.6975608,-87.7278727,1400000US17031822802,17031822802,"Census Tract 8228.02, Cook County, Illinois",1364,54,9,15,1355,59,44.1,5.2,0,1400000US17031822802,17031822802,"Census Tract 8228.02, Cook County, Illinois",3553,290,1837,237,1716,151,6.4,2.2,6.7,3.9,6.2,3,6.4,2.4,10.5,4.1,2.1,1.3,3.6,1.9,4.1,3,3.1,2,7,3,0.000032282064951,0.000000000000000,0.000000000000000
1207.00000,17031823200,Census Tract 8232,7444338.00000,208946.00000,+41.6772853,-87.7557003,1400000US17031823200,17031823200,"Census Tract 8232, Cook County, Illinois",1825,105,133,107,1692,148,37.2,5.3,0.8,1400000US17031823200,17031823200,"Census Tract 8232, Cook County, Illinois",5418,366,2413,194,3005,297,7.5,3.9,6.8,3.8,8.1,4.6,6.2,2.3,6.8,3.5,5.6,3.1,10.3,3.1,11.9,4.3,9.1,3.5,5.4,1.7,0.000000000000000,0.000000000000000,
1209.00000,17031823303,Census Tract 8233.03,2004696.00000,0.00000,+41.6777612,-87.7279284,1400000US17031823303,17031823303,"Census Tract 8233.03, Cook County, Illinois",1653,72,69,43,1584,80,33.9,4.7,0,1400000US17031823303,17031823303,"Census Tract 8233.03, Cook County, Illinois",4296,317,2043,237,2253,282,8,3,5.5,2.9,10.3,4.8,8.1,2.5,5.3,2.4,10.5,4,6,1.8,5.5,2.4,6.3,2.9,5.6,2.1,0.000076089596532,0.000001180817156,0.015518772734473
716.00000,17031640400,Census Tract 6404,1334943.00000,0.00000,+41.7811784,-87.7912474,1400000US17031640400,17031640400,"Census Tract 6404, Cook County, Illinois",1245,28,41,51,1204,61,34.5,6.9,0,1400000US17031640400,17031640400,"Census Tract 6404, Cook County, Illinois",3125,360,1602,235,1523,215,4.2,2.6,2.9,3.7,5.6,4.3,5.3,2.9,6.9,4.7,3.5,3,9.8,4.6,10,6.2,9.7,6.2,4.8,2.3,50321.000000000000000,14759.356388845135371,0.293304115356315
717.00000,17031640500,Census Tract 6405,661917.00000,0.00000,+41.7756825,-87.7909879,1400000US17031640500,17031640500,"Census Tract 6405, Cook County, Illinois",1425,100,9,15,1416,97,40.7,6.6,100,1400000US17031640500,17031640500,"Census Tract 6405, Cook County, Illinois",3555,424,1714,272,1841,228,6.3,3.8,9.1,6,3.6,3,4.5,1.9,4.8,3,4.2,3.5,7.7,3.8,7.2,3.4,8,5.1,5.7,1.9,26865.000000000000000,7291.585289026485043,0.271415793375265
1173.00000,17031820901,Census Tract 8209.01,11561426.00000,0.00000,+41.7628985,-87.7745229,1400000US17031820901,17031820901,"Census Tract 8209.01, Cook County, Illinois",1857,110,163,109,1694,141,43.1,6.7,31.3,1400000US17031820901,17031820901,"Census Tract 8209.01, Cook County, Illinois",5101,464,2563,339,2538,316,4,2.2,3.7,2.2,4.2,3.5,4,2.1,2.5,2.2,5.5,3.5,8.9,4,12.5,6,5.2,3.8,7.9,2.5,287.000000000000000,172.877233237028122,0.602359697689993
1042.00000,17031810000,Census Tract 8100,1109877.00000,1422820.00000,+42.0247367,-87.6693055,1400000US17031810000,17031810000,"Census Tract 8100, Cook County, Illinois",2608,210,77,83,2531,222,23.1,5.8,0,1400000US17031810000,17031810000,"Census Tract 8100, Cook County, Illinois",5030,402,2356,251,2674,291,7.6,2.9,10.5,5.2,5.1,3.2,5.5,3.2,8.1,4.8,3.3,3.3,4.3,2.2,7.5,4.5,1.5,1.1,2.2,1.5,84.000000000000000,0.000000000000000,0.000000000000000
740.00000,17031670400,Census Tract 6704,326418.00000,0.00000,+41.7902996,-87.6717698,1400000US17031670400,17031670400,"Census Tract 6704, Cook County, Illinois",546,77,230,83,316,84,47.3,12.1,58.3,1400000US17031670400,17031670400,"Census Tract 6704, Cook County, Illinois",3658,1530,1682,756,1976,790,5.8,4,6.8,6.4,5,3.2,2.8,1.8,2.7,3,3,2,6.7,3.4,3,3.1,9.8,5.4,10.9,4.5,12805.000000000000000,16.795771918575124,0.001311657315000
742.00000,17031670600,Census Tract 6706,327032.00000,0.00000,+41.7830054,-87.6715772,1400000US17031670600,17031670600,"Census Tract 6706, Cook County, Illinois",508,98,119,89,389,102,42.9,14.2,12.6,1400000US17031670600,17031670600,"Census Tract 6706, Cook County, Illinois",1575,349,816,218,759,194,7.1,4.3,4.4,3.9,10,8.2,5,3.7,5.9,6.8,4.1,3.1,1.1,1.4,0,3.9,2.2,2.9,8.3,5.3,5582.000000000000000,29.664318740797988,0.005314281393909
748.00000,17031671300,Census Tract 6713,484665.00000,0.00000,+41.7739015,-87.6713493,1400000US17031671300,17031671300,"Census Tract 6713, Cook County, Illinois",776,96,357,99,419,120,37.4,10.8,19,1400000US17031671300,17031671300,"Census Tract 6713, Cook County, Illinois",3146,535,1460,360,1686,271,7.3,2.7,5.5,2.6,9,5.2,10.3,5.3,16.9,8.8,4.6,5.7,9.9,4.9,12.7,9.9,7.5,3.4,10.6,4.6,24511.000000000000000,6607.359673751518130,0.269567119813615
739.00000,17031670300,Census Tract 6703,326330.00000,0.00000,+41.7903576,-87.6669167,1400000US17031670300,17031670300,"Census Tract 6703, Cook County, Illinois",318,91,128,76,190,77,26.1,12.4,0,1400000US17031670300,17031670300,"Census Tract 6703, Cook County, Illinois",1565,516,665,270,900,301,12.3,6.9,15.9,9.7,9.6,8,3.5,3.1,3,4.9,3.8,4,8.9,4.7,6.2,5.5,10.9,5.6,8.2,4.5,16510.000000000000000,355.218406870641047,0.021515348689924
743.00000,17031670700,Census Tract 6707,326730.00000,0.00000,+41.7830686,-87.6667315,1400000US17031670700,17031670700,"Census Tract 6707, Cook County, Illinois",398,75,204,77,194,79,49.7,15.4,47.5,1400000US17031670700,17031670700,"Census Tract 6707, Cook County, Illinois",1697,417,627,212,1070,325,7.1,4.5,8.1,5.9,6.4,5.1,14.4,7.2,12.3,10.1,15.7,7.4,15.4,8.1,15.9,9.7,15,9.3,6.8,4.1,15689.000000000000000,20.948507486331650,0.001335235355111
747.00000,17031671200,Census Tract 6712,244922.00000,0.00000,+41.7766993,-87.6665823,1400000US17031671200,17031671200,"Census Tract 6712, Cook County, Illinois",403,112,64,47,339,106,18.9,12,35.9,1400000US17031671200,17031671200,"Census Tract 6712, Cook County, Illinois",1376,468,564,139,812,380,7.6,4.4,9.9,5.9,5.9,8.7,6.4,6.9,10.1,12.9,3.8,4.2,14.5,9,9.8,10.3,17.7,14.3,14.3,7.8,12384.000000000000000,414.113152138144187,0.033439369520199
744.00000,17031670800,Census Tract 6708,326298.00000,0.00000,+41.7831442,-87.6618790,1400000US17031670800,17031670800,"Census Tract 6708, Cook County, Illinois",573,78,156,78,417,100,30.9,12.1,19.9,1400000US17031670800,17031670800,"Census Tract 6708, Cook County, Illinois",1831,374,800,240,1031,265,6.4,4.5,5.1,5.9,7.5,5.1,6.1,4.5,9.5,8.7,3.5,5.6,7.2,5.6,2.6,4.2,10.8,7.6,12.8,5.8,16503.000000000000000,155.964305088253013,0.009450663824047
738.00000,17031670200,Census Tract 6702,326542.00000,0.00000,+41.7904247,-87.6620627,1400000US17031670200,17031670200,"Census Tract 6702, Cook County, Illinois",464,96,157,85,307,94,58.4,15.2,34.4,1400000US17031670200,17031670200,"Census Tract 6702, Cook County, Illinois",1511,401,696,245,815,265,1.5,1.7,0,4.6,2.7,3.3,6.2,6.9,0,4.6,11.4,11.8,12.1,7,20.7,12.2,4.8,5.5,8.5,6.3,16516.000000000000000,1002.654949359595776,0.060708098169024
737.00000,17031670100,Census Tract 6701,326892.00000,0.00000,+41.7904937,-87.6572084,1400000US17031670100,17031670100,"Census Tract 6701, Cook County, Illinois",488,66,78,51,410,69,43,17.5,9,1400000US17031670100,17031670100,"Census Tract 6701, Cook County, Illinois",1372,312,646,213,726,162,8.7,6.5,11.5,7.6,6.3,6,3.7,2.3,5.7,4.3,1.9,2.3,6.4,4.9,5.4,4.9,7.3,6.3,7.7,4.8,16532.000000000000000,1494.944619666785002,0.090427330006459
750.00000,17031671500,Census Tract 6715,741163.00000,0.00000,+41.7681721,-87.6696322,1400000US17031671500,17031671500,"Census Tract 6715, Cook County, Illinois",897,113,345,110,552,110,36.7,8.4,30.1,1400000US17031671500,17031671500,"Census Tract 6715, Cook County, Illinois",3665,619,1866,428,1799,275,5.3,2.6,7.8,3.9,2.7,2.3,10.3,3.7,9.8,3.9,10.7,4.9,7.4,3,8.3,4.5,6.4,4.3,10.4,3.8,37493.000000000000000,11931.731490774080157,0.318238911017365
735.00000,17031661000,Census Tract 6610,1118966.00000,0.00000,+41.7618177,-87.6850469,1400000US17031661000,17031661000,"Census Tract 6610, Cook County, Illinois",1942,133,227,113,1715,172,24,7.3,30.8,1400000US17031661000,17031661000,"Census Tract 6610, Cook County, Illinois",5657,614,2712,435,2945,376,6.7,2.8,6.8,4.1,6.6,3.2,5.1,2.1,7.7,3.9,2.6,2.2,6,2.6,9.4,4.7,3,2.1,11,3.6,56385.000000000000000,14188.261148828054502,0.251631837347310
754.00000,17031672000,Census Tract 6720,995092.00000,0.00000,+41.7611983,-87.6711281,1400000US17031672000,17031672000,"Census Tract 6720, Cook County, Illinois",1163,94,506,117,657,117,48.6,7.8,40.5,1400000US17031672000,17031672000,"Census Tract 6720, Cook County, Illinois",4143,564,2055,328,2088,324,7,2.8,9.3,4.2,4.8,3.7,6.6,3,5.1,3.3,8.2,4.4,9.5,3.4,14.6,5.8,4.4,3.1,11.5,3.5,47687.000000000000000,9361.756118177470853,0.196316734501593
429.00000,17031241100,Census Tract 2411,330814.00000,0.00000,+41.9066403,-87.6895801,1400000US17031241100,17031241100,"Census Tract 2411, Cook County, Illinois",1503,126,206,89,1297,144,13.1,5.8,14.6,1400000US17031241100,17031241100,"Census Tract 2411, Cook County, Illinois",3767,473,1557,308,2210,346,5.9,2.9,6.4,3.9,5.5,3.3,6.2,2.7,7.9,4.3,5,2.9,7.4,2.7,8.6,4.8,6.5,3.3,5,2.7,16722.000000000000000,1131.729416698217392,0.067679070487873
428.00000,17031241000,Census Tract 2410,207513.00000,0.00000,+41.9079686,-87.6945342,1400000US17031241000,17031241000,"Census Tract 2410, Cook County, Illinois",794,72,309,93,485,112,19.3,7.9,24.6,1400000US17031241000,17031241000,"Census Tract 2410, Cook County, Illinois",2423,394,1082,253,1341,253,5.7,3.8,1.7,2.6,9,6.2,8.3,4.8,9.3,7,7.5,6.8,13.9,4.4,15.2,8.4,13,4.8,7.8,4.4,10501.000000000000000,1621.005809031426907,0.154366804021658
367.00000,17031190900,Census Tract 1909,314637.00000,0.00000,+41.9279225,-87.7441048,1400000US17031190900,17031190900,"Census Tract 1909, Cook County, Illinois",608,55,81,59,527,68,12,5.3,0,1400000US17031190900,17031190900,"Census Tract 1909, Cook County, Illinois",2072,313,1076,233,996,153,5.7,3.2,3.2,2.7,8.5,6.1,7.3,3,3.9,2.9,10.9,6.2,11.4,3,18.5,4.9,3.8,3.8,12.4,2.7,15905.000000000000000,10765.740545094013214,0.676877745683371
706.00000,17031620400,Census Tract 6204,656281.00000,0.00000,+41.7896382,-87.7181682,1400000US17031620400,17031620400,"Census Tract 6204, Cook County, Illinois",1225,73,170,80,1055,113,29.1,8.2,17.6,1400000US17031620400,17031620400,"Census Tract 6204, Cook County, Illinois",4856,686,2504,429,2352,336,7.3,2.3,10.9,3.5,3.5,2.7,8.3,2.4,7.3,3.3,9.2,4.4,7.4,2.5,9.3,4.2,5.3,2.5,11.9,4,22683.000000000000000,957.646439096427912,0.042218685319245
733.00000,17031660800,Census Tract 6608,655390.00000,0.00000,+41.7736413,-87.6932656,1400000US17031660800,17031660800,"Census Tract 6608, Cook County, Illinois",1835,186,315,129,1520,223,21.1,7.5,21.6,1400000US17031660800,17031660800,"Census Tract 6608, Cook County, Illinois",6134,840,2870,454,3264,562,10.5,3.7,9.3,5.7,11.6,6.1,10,3.2,13,4.9,7.4,3.4,7.8,2.5,11.6,4.5,4.4,3,6.7,2.8,33144.000000000000000,13822.552281782031059,0.417045386247346
700.00000,17031611900,Census Tract 6119,612381.00000,41168.00000,+41.7985375,-87.6595552,1400000US17031611900,17031611900,"Census Tract 6119, Cook County, Illinois",620,94,295,93,325,91,32.9,10.7,39,1400000US17031611900,17031611900,"Census Tract 6119, Cook County, Illinois",2484,507,1335,269,1149,314,8.6,4,8.8,6,8.4,4.5,6.3,2.8,7.3,5.3,5.1,4.1,13.2,6.1,11.3,7,15.4,7.6,15.4,5.7,33088.000000000000000,2336.384373327717185,0.070611229851539
701.00000,17031612000,Census Tract 6120,325911.00000,0.00000,+41.7978466,-87.6525360,1400000US17031612000,17031612000,"Census Tract 6120, Cook County, Illinois",491,76,182,88,309,82,39.1,19.5,37.9,1400000US17031612000,17031612000,"Census Tract 6120, Cook County, Illinois",1676,468,687,264,989,401,17,16,26.2,20.4,10.6,11.2,11.5,9.4,10.3,12.6,12.3,7.8,8.1,5.9,6,7.7,9.6,6,4.9,4,16490.000000000000000,1461.193061243742704,0.088610858777668
405.00000,17031222600,Census Tract 2226,160604.00000,0.00000,+41.9156388,-87.7044798,1400000US17031222600,17031222600,"Census Tract 2226, Cook County, Illinois",717,71,127,64,590,94,11,5.4,11.8,1400000US17031222600,17031222600,"Census Tract 2226, Cook County, Illinois",1533,226,700,174,833,163,6.9,5,12.7,10.4,2,3.1,3.5,3.8,2.4,3.8,4.3,6.3,2.2,2.3,2.4,3.7,1.9,3,3.1,3.1,8155.000000000000000,599.858206022530794,0.073557106808404
409.00000,17031230100,Census Tract 2301,166340.00000,0.00000,+41.9120080,-87.7043655,1400000US17031230100,17031230100,"Census Tract 2301, Cook County, Illinois",631,70,131,66,500,84,25.7,9,4.6,1400000US17031230100,17031230100,"Census Tract 2301, Cook County, Illinois",1594,281,720,122,874,217,4,3.5,1.8,2.8,5.7,5.1,6.6,4.3,10.6,7.4,3.4,4.5,10.6,4.2,7.4,4.6,13.3,6.7,11.2,5.3,8444.000000000000000,1243.062590129673481,0.147212528437905
410.00000,17031230200,Census Tract 2302,213033.00000,0.00000,+41.9118582,-87.7100991,1400000US17031230200,17031230200,"Census Tract 2302, Cook County, Illinois",561,97,75,49,486,92,20.7,8.1,0,1400000US17031230200,17031230200,"Census Tract 2302, Cook County, Illinois",1375,292,545,146,830,191,6.8,4.8,7.9,8.2,6,7.2,8.4,6.2,8.1,7.7,8.7,6.1,7.3,3.5,5.9,6.6,8.2,5.2,8.5,3.7,10802.000000000000000,943.009186618030071,0.087299498853734
439.00000,17031242400,Census Tract 2424,328052.00000,0.00000,+41.8994219,-87.6844900,1400000US17031242400,17031242400,"Census Tract 2424, Cook County, Illinois",1385,118,59,47,1326,123,21.2,5.9,86.4,1400000US17031242400,17031242400,"Census Tract 2424, Cook County, Illinois",2772,292,1248,196,1524,214,1.6,1.4,2.5,2.7,0.9,1.6,1.7,0.8,0.6,1,2.6,1.4,2.1,1.4,0.7,1.1,3.2,1.9,3.1,3.1,16594.000000000000000,13.132119117041652,0.000791377553154
440.00000,17031242500,Census Tract 2425,309814.00000,0.00000,+41.8994455,-87.6893191,1400000US17031242500,17031242500,"Census Tract 2425, Cook County, Illinois",1460,115,173,104,1287,145,17.8,6.9,48,1400000US17031242500,17031242500,"Census Tract 2425, Cook County, Illinois",3913,570,1836,388,2077,368,2.8,2.1,2.2,3.3,3.3,2.5,3.7,1.7,2.5,1.8,4.7,2.3,8.6,2.6,4.7,4.2,12,3.7,4,1.8,15716.000000000000000,335.254185891998645,0.021332030153474
1179.00000,17031821200,Census Tract 8212,2943101.00000,0.00000,+41.6683911,-87.6722980,1400000US17031821200,17031821200,"Census Tract 8212, Cook County, Illinois",2056,170,513,158,1543,222,21,5.8,20.1,1400000US17031821200,17031821200,"Census Tract 8212, Cook County, Illinois",5603,483,3014,358,2589,291,7.3,3,7,3.4,7.7,4,7,2.5,7.5,3,6.5,4.3,9.3,3.1,9.8,3.9,8.8,4.5,6.6,2.3,0.000094206199978,0.000000000000000,0.000000000000000
1180.00000,17031821300,Census Tract 8213,1752587.00000,154299.00000,+41.6551198,-87.6674619,1400000US17031821300,17031821300,"Census Tract 8213, Cook County, Illinois",2017,158,456,164,1561,235,23.5,6.6,24.3,1400000US17031821300,17031821300,"Census Tract 8213, Cook County, Illinois",5677,397,2968,413,2709,379,6.6,3.1,7.4,5.3,5.7,3.6,8.5,3.6,12.4,6.4,4.3,3.3,6.1,2.5,6.9,4.7,5.1,2.6,6.4,2.7,0.000000000000000,0.000000000000000,
1181.00000,17031821401,Census Tract 8214.01,854233.00000,0.00000,+41.6662105,-87.6578718,1400000US17031821401,17031821401,"Census Tract 8214.01, Cook County, Illinois",1489,97,330,107,1159,138,35.5,8.4,19.1,1400000US17031821401,17031821401,"Census Tract 8214.01, Cook County, Illinois",3418,318,1859,289,1559,227,4.1,2.1,4.5,3.1,3.5,2.6,8,3.5,8.8,5.2,7,4.2,4.7,2.3,5.4,3.8,3.8,3.3,7,2.8,0.085170841457285,0.000000000000000,0.000000000000000
801.00000,17031720600,Census Tract 7206,582372.00000,0.00000,+41.7027764,-87.6772070,1400000US17031720600,17031720600,"Census Tract 7206, Cook County, Illinois",613,46,0,119,613,46,31.2,10,,1400000US17031720600,17031720600,"Census Tract 7206, Cook County, Illinois",1834,227,948,168,886,105,8.5,4.5,9.2,5.7,7.8,4.6,7.5,4.7,9.7,6.1,5.2,4,8.2,3.1,5.5,3.7,11.2,5.9,5.6,2.9,12928.000000000000000,4.443569880446608,0.000343716729614
816.00000,17031750200,Census Tract 7502,1311144.00000,0.00000,+41.6956646,-87.6714247,1400000US17031750200,17031750200,"Census Tract 7502, Cook County, Illinois",1113,120,102,60,1011,121,28.9,6.6,7.8,1400000US17031750200,17031750200,"Census Tract 7502, Cook County, Illinois",2616,383,1072,203,1544,255,4.2,2.4,3.2,3.8,5,3.3,5.9,3.6,1.6,2,8.9,5.9,7.9,2.7,7.2,4.7,8.4,4,7.3,3.9,66329.000000000000000,0.000000000000000,0.000000000000000
